locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_03178	CDS	930				[gene=aaeR] [locus_tag=b3243] [db_xref=UniProtKB/Swiss-Prot:P67662] [protein=LysR-type transcriptional regulator AaeR] [protein_id=AAC76275.1] [location=3389520..3390449][gbkey=CDS]
FJKNNBLA_03179	CDS	1446				[gene=tldD] [locus_tag=b3244] [db_xref=UniProtKB/Swiss-Prot:P0AGG8] [protein=metalloprotease subunit TldD] [protein_id=AAC76276.1] [location=complement(3390583..3392028)][gbkey=CDS]
FJKNNBLA_03180	CDS	3801				[gene=yhdP] [locus_tag=b4472] [db_xref=UniProtKB/Swiss-Prot:P46474] [protein=outer membrane permeability factor YhdP] [protein_id=AAT48173.1] [location=complement(3392458..3396258)][gbkey=CDS]
FJKNNBLA_03181	CDS	1470				[gene=rng] [locus_tag=b3247] [db_xref=UniProtKB/Swiss-Prot:P0A9J0] [protein=RNase G] [protein_id=AAC76279.2][location=complement(3396326..3397795)][gbkey=CDS]
FJKNNBLA_03182	CDS	594				[gene=yhdE] [locus_tag=b3248] [db_xref=UniProtKB/Swiss-Prot:P25536] [protein=nucleoside triphosphate pyrophosphatase YhdE] [protein_id=AAC76280.1][location=complement(3397785..3398378)] [gbkey=CDS]
FJKNNBLA_03183	CDS	489				[gene=mreD] [locus_tag=b3249] [db_xref=UniProtKB/Swiss-Prot:P0ABH4] [protein=cell shape determining protein MreD] [protein_id=AAC76281.1] [location=complement(3398387..3398875)][gbkey=CDS]
FJKNNBLA_03184	CDS	1104				[gene=mreC] [locus_tag=b3250] [db_xref=UniProtKB/Swiss-Prot:P16926] [protein=cell shape determining protein MreC] [protein_id=AAC76282.1] [location=complement(3398875..3399978)][gbkey=CDS]
FJKNNBLA_03185	CDS	1044				[gene=mreB] [locus_tag=b3251] [db_xref=UniProtKB/Swiss-Prot:P0A9X4] [protein=dynamic cytoskeletal protein MreB] [protein_id=AAC76283.2] [location=complement(3400044..3401087)][gbkey=CDS]
FJKNNBLA_03186	CDS	1941				[gene=csrD] [locus_tag=b3252] [db_xref=UniProtKB/Swiss-Prot:P13518] [protein=regulator of CsrB and CsrC decay] [protein_id=AAC76284.1] [location=complement(3401392..3403332)][gbkey=CDS]
FJKNNBLA_03187	CDS	975				[gene=yhdH] [locus_tag=b3253] [db_xref=UniProtKB/Swiss-Prot:P26646] [protein=acrylyl-CoA reductase] [protein_id=AAC76285.1] [location=3403484..3404458][gbkey=CDS]
FJKNNBLA_03188	CDS	471				[gene=accB] [locus_tag=b3255] [db_xref=UniProtKB/Swiss-Prot:P0ABD8] [protein=biotin carboxyl carrier protein] [protein_id=AAC76287.1] [location=3405436..3405906][gbkey=CDS]
FJKNNBLA_03189	CDS	1350				[gene=accC] [locus_tag=b3256] [db_xref=UniProtKB/Swiss-Prot:P24182] [protein=biotin carboxylase][protein_id=AAC76288.1] [location=3405917..3407266][gbkey=CDS]
FJKNNBLA_03190	CDS	243				hypothetical protein
FJKNNBLA_03191	CDS	1452				[gene=panF] [locus_tag=b3258] [db_xref=UniProtKB/Swiss-Prot:P16256] [protein=pantothenate:Na(+)symporter] [protein_id=AAC76290.2] [location=3407607..3409058][gbkey=CDS]
FJKNNBLA_03192	CDS	882				[gene=prmA] [locus_tag=b3259] [db_xref=UniProtKB/Swiss-Prot:P0A8T1] [protein=ribosomal protein L11 methyltransferase] [protein_id=AAC76291.1] [location=3409070..3409951][gbkey=CDS]
FJKNNBLA_03193	CDS	873				[gene=dusB] [locus_tag=b3260] [db_xref=UniProtKB/Swiss-Prot:P0ABT5] [protein=tRNA-dihydrouridine synthase B] [protein_id=AAC76292.1] [location=3410280..3411245][gbkey=CDS]
FJKNNBLA_03194	CDS	297				[gene=fis] [locus_tag=b3261] [db_xref=UniProtKB/Swiss-Prot:P0A6R3] [protein=DNA-binding transcriptional dual regulator Fis] [protein_id=AAC76293.1][location=3411271..3411567] [gbkey=CDS]
FJKNNBLA_03195	CDS	885				[gene=yhdJ] [locus_tag=b3262] [db_xref=UniProtKB/Swiss-Prot:P28638] [protein=DNA adenine methyltransferase] [protein_id=AAC76294.2] [location=3411653..3412537][gbkey=CDS]
FJKNNBLA_03196	CDS	180				hypothetical protein
FJKNNBLA_03197	CDS	663				[gene=envR] [locus_tag=b3264] [db_xref=UniProtKB/Swiss-Prot:P0ACT2] [protein=DNA-binding transcriptional repressor EnvR] [protein_id=AAC76296.1] [location=complement(3412803..3413465)][gbkey=CDS]
FJKNNBLA_03198	CDS	1158				[gene=acrE] [locus_tag=b3265] [db_xref=UniProtKB/Swiss-Prot:P24180] [protein=multidrug efflux pump membrane fusion lipoprotein AcrE] [protein_id=AAC76297.1][location=3413864..3415021] [gbkey=CDS]
FJKNNBLA_03199	CDS	3105				[gene=acrF] [locus_tag=b3266] [db_xref=UniProtKB/Swiss-Prot:P24181] [protein=multidrug efflux pump RND permease AcrF] [protein_id=AAC76298.1] [location=3415033..3418137][gbkey=CDS]
FJKNNBLA_03200	CDS	291				hypothetical protein
FJKNNBLA_03201	CDS	222				[gene=yhdV] [locus_tag=b3267] [db_xref=UniProtKB/Swiss-Prot:P64622] [protein=lipoprotein YhdV] [protein_id=AAC76299.1] [location=3418390..3418611][gbkey=CDS]
FJKNNBLA_03202	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
FJKNNBLA_03203	CDS	1182				[gene=yhdX] [locus_tag=b3269] [db_xref=UniProtKB/Swiss-Prot:P45767] [protein=putative ABC transporter membrane subunit YhdX] [protein_id=AAT48174.1][location=3420134..3421315] [gbkey=CDS]
FJKNNBLA_03204	CDS	1104				[gene=yhdY] [locus_tag=b3270] [db_xref=UniProtKB/Swiss-Prot:P45768] [protein=putative ABC transporter membrane subunit YhdY] [protein_id=AAC76302.2][location=3421325..3422428] [gbkey=CDS]
FJKNNBLA_03205	CDS	759				[gene=yhdZ] [locus_tag=b3271] [db_xref=UniProtKB/Swiss-Prot:P45769] [protein=putative ABC transporter ATP-binding subunit YhdZ] [protein_id=AAC76303.1][location=3422436..3423194] [gbkey=CDS]
FJKNNBLA_03206	rRNA	111				5S ribosomal RNA
FJKNNBLA_03207	tRNA	76				tRNA-Thr(ggt)
FJKNNBLA_03208	rRNA	111				5S ribosomal RNA
FJKNNBLA_03209	rRNA	2905				23S ribosomal RNA
FJKNNBLA_03210	tRNA	76				tRNA-Ala(tgc)
FJKNNBLA_03211	tRNA	77				tRNA-Ile(gat)
FJKNNBLA_03212	rRNA	1538				16S ribosomal RNA
FJKNNBLA_03213	CDS	555				[gene=yrdA] [locus_tag=b3279] [db_xref=UniProtKB/Swiss-Prot:P0A9W9] [protein=hexapeptide repeat-containing protein YrdA] [protein_id=AAC76304.2] [location=3429236..3429790][gbkey=CDS]
FJKNNBLA_03214	CDS	258				hypothetical protein
FJKNNBLA_03215	CDS	819				[gene=aroE] [locus_tag=b3281] [db_xref=UniProtKB/Swiss-Prot:P15770] [protein=shikimate dehydrogenase] [protein_id=AAC76306.1] [location=complement(3430020..3430838)][gbkey=CDS]
FJKNNBLA_03216	CDS	573				[gene=tsaC] [locus_tag=b3282] [db_xref=UniProtKB/Swiss-Prot:P45748] [protein=threonylcarbamoyl-AMP synthase] [protein_id=AAC76307.1] [location=complement(3430843..3431415)][gbkey=CDS]
FJKNNBLA_03217	CDS	543				[gene=yrdD] [locus_tag=b3283] [db_xref=UniProtKB/Swiss-Prot:P45771] [protein=putative DNA topoisomerase] [protein_id=AAT48175.1] [location=complement(3431420..3431962)][gbkey=CDS]
FJKNNBLA_03218	CDS	474				hypothetical protein
FJKNNBLA_03219	CDS	1125				[gene=smf] [locus_tag=b4473] [db_xref=UniProtKB/Swiss-Prot:P30852] [protein=protein Smf][protein_id=AAT48176.1] [location=complement(3432436..3433560)][gbkey=CDS]
FJKNNBLA_03220	CDS	510				[gene=def] [locus_tag=b3287] [db_xref=UniProtKB/Swiss-Prot:P0A6K3] [protein=peptide deformylase][protein_id=AAC76312.1] [location=3433690..3434199][gbkey=CDS]
FJKNNBLA_03221	CDS	948				[gene=fmt] [locus_tag=b3288] [db_xref=UniProtKB/Swiss-Prot:P23882] [protein=10-formyltetrahydrofolate:L-methionyl-tRNA(fMet)N-formyltransferase] [protein_id=AAC76313.1][location=3434214..3435161] [gbkey=CDS]
FJKNNBLA_03222	CDS	1290				[gene=rsmB] [locus_tag=b3289] [db_xref=UniProtKB/Swiss-Prot:P36929] [protein=16S rRNA m(5)C967 methyltransferase] [protein_id=AAC76314.1] [location=3435207..3436496][gbkey=CDS]
FJKNNBLA_03223	CDS	1377				[gene=trkA] [locus_tag=b3290] [db_xref=UniProtKB/Swiss-Prot:P0AGI8] [protein=NAD-binding component of Trk potassium transporters] [protein_id=AAC76315.1][location=3436518..3437894] [gbkey=CDS]
FJKNNBLA_03224	CDS	411				[gene=mscL] [locus_tag=b3291] [db_xref=UniProtKB/Swiss-Prot:P0A742] [protein=large conductance mechanosensitive channel] [protein_id=AAC76316.1] [location=3438024..3438434][gbkey=CDS]
FJKNNBLA_03225	CDS	219				[gene=arfA] [locus_tag=b4550] [db_xref=UniProtKB/Swiss-Prot:P36675] [protein=alternative ribosome-rescue factor A] [protein_id=ABD18700.1] [location=complement(3438431..3438649)][gbkey=CDS]
FJKNNBLA_03226	CDS	426				[gene=zntR] [locus_tag=b3292] [db_xref=UniProtKB/Swiss-Prot:P0ACS5] [protein=DNA-binding transcriptional activator ZntR] [protein_id=AAC76317.1] [location=complement(3438705..3439130)][gbkey=CDS]
FJKNNBLA_03227	CDS	369				hypothetical protein
FJKNNBLA_03228	CDS	384				[gene=rplQ] [locus_tag=b3294] [db_xref=UniProtKB/Swiss-Prot:P0AG44] [protein=50S ribosomal subunit protein L17] [protein_id=AAC76319.1] [location=complement(3439616..3439999)][gbkey=CDS]
FJKNNBLA_03229	CDS	990				[gene=rpoA] [locus_tag=b3295] [db_xref=UniProtKB/Swiss-Prot:P0A7Z4] [protein=RNA polymerase subunit alpha] [protein_id=AAC76320.1] [location=complement(3440040..3441029)][gbkey=CDS]
FJKNNBLA_03230	CDS	621				[gene=rpsD] [locus_tag=b3296] [db_xref=UniProtKB/Swiss-Prot:P0A7V8] [protein=30S ribosomal subunit protein S4] [protein_id=AAC76321.1] [location=complement(3441055..3441675)][gbkey=CDS]
FJKNNBLA_03231	CDS	390				[gene=rpsK] [locus_tag=b3297] [db_xref=UniProtKB/Swiss-Prot:P0A7R9] [protein=30S ribosomal subunit protein S11] [protein_id=AAC76322.1] [location=complement(3441709..3442098)][gbkey=CDS]
FJKNNBLA_03232	CDS	357				[gene=rpsM] [locus_tag=b3298] [db_xref=UniProtKB/Swiss-Prot:P0A7S9] [protein=30S ribosomal subunit protein S13] [protein_id=AAC76323.1] [location=complement(3442115..3442471)][gbkey=CDS]
FJKNNBLA_03233	CDS	117				[gene=rpmJ] [locus_tag=b3299] [db_xref=UniProtKB/Swiss-Prot:P0A7Q6] [protein=50S ribosomal subunit protein L36] [protein_id=AAC76324.1] [location=complement(3442618..3442734)][gbkey=CDS]
FJKNNBLA_03234	CDS	1332				[gene=secY] [locus_tag=b3300] [db_xref=UniProtKB/Swiss-Prot:P0AGA2] [protein=Sec translocon subunit SecY] [protein_id=AAC76325.1] [location=complement(3442766..3444097)][gbkey=CDS]
FJKNNBLA_03235	CDS	435				[gene=rplO] [locus_tag=b3301] [db_xref=UniProtKB/Swiss-Prot:P02413] [protein=50S ribosomal subunit protein L15] [protein_id=AAC76326.1] [location=complement(3444105..3444539)][gbkey=CDS]
FJKNNBLA_03236	CDS	180				[gene=rpmD] [locus_tag=b3302] [db_xref=UniProtKB/Swiss-Prot:P0AG51] [protein=50S ribosomal subunit protein L30] [protein_id=AAC76327.1] [location=complement(3444543..3444722)][gbkey=CDS]
FJKNNBLA_03237	CDS	504				[gene=rpsE] [locus_tag=b3303] [db_xref=UniProtKB/Swiss-Prot:P0A7W1] [protein=30S ribosomal subunit protein S5] [protein_id=AAC76328.1] [location=complement(3444726..3445229)][gbkey=CDS]
FJKNNBLA_03238	CDS	354				[gene=rplR] [locus_tag=b3304] [db_xref=UniProtKB/Swiss-Prot:P0C018] [protein=50S ribosomal subunit protein L18] [protein_id=AAC76329.1] [location=complement(3445244..3445597)][gbkey=CDS]
FJKNNBLA_03239	CDS	534				[gene=rplF] [locus_tag=b3305] [db_xref=UniProtKB/Swiss-Prot:P0AG55] [protein=50S ribosomal subunit protein L6] [protein_id=AAC76330.1] [location=complement(3445607..3446140)][gbkey=CDS]
FJKNNBLA_03240	CDS	393				[gene=rpsH] [locus_tag=b3306] [db_xref=UniProtKB/Swiss-Prot:P0A7W7] [protein=30S ribosomal subunit protein S8] [protein_id=AAC76331.1] [location=complement(3446153..3446545)][gbkey=CDS]
FJKNNBLA_03241	CDS	306				[gene=rpsN] [locus_tag=b3307] [db_xref=UniProtKB/Swiss-Prot:P0AG59] [protein=30S ribosomal subunit protein S14] [protein_id=AAC76332.1] [location=complement(3446579..3446884)][gbkey=CDS]
FJKNNBLA_03242	CDS	540				[gene=rplE] [locus_tag=b3308] [db_xref=UniProtKB/Swiss-Prot:P62399] [protein=50S ribosomal subunit protein L5] [protein_id=AAC76333.1] [location=complement(3446899..3447438)][gbkey=CDS]
FJKNNBLA_03243	CDS	315				[gene=rplX] [locus_tag=b3309] [db_xref=UniProtKB/Swiss-Prot:P60624] [protein=50S ribosomal subunit protein L24] [protein_id=AAC76334.1] [location=complement(3447453..3447767)][gbkey=CDS]
FJKNNBLA_03244	CDS	372				[gene=rplN] [locus_tag=b3310] [db_xref=UniProtKB/Swiss-Prot:P0ADY3] [protein=50S ribosomal subunit protein L14] [protein_id=AAC76335.1] [location=complement(3447778..3448149)][gbkey=CDS]
FJKNNBLA_03245	CDS	255				[gene=rpsQ] [locus_tag=b3311] [db_xref=UniProtKB/Swiss-Prot:P0AG63] [protein=30S ribosomal subunit protein S17] [protein_id=AAC76336.1] [location=complement(3448314..3448568)][gbkey=CDS]
FJKNNBLA_03246	CDS	192				[gene=rpmC] [locus_tag=b3312] [db_xref=UniProtKB/Swiss-Prot:P0A7M6] [protein=50S ribosomal subunit protein L29] [protein_id=AAC76337.1] [location=complement(3448568..3448759)][gbkey=CDS]
FJKNNBLA_03247	CDS	411				[gene=rplP] [locus_tag=b3313] [db_xref=UniProtKB/Swiss-Prot:P0ADY7] [protein=50S ribosomal subunit protein L16] [protein_id=AAC76338.1] [location=complement(3448759..3449169)][gbkey=CDS]
FJKNNBLA_03248	CDS	702				[gene=rpsC] [locus_tag=b3314] [db_xref=UniProtKB/Swiss-Prot:P0A7V3] [protein=30S ribosomal subunit protein S3] [protein_id=AAC76339.1] [location=complement(3449182..3449883)][gbkey=CDS]
FJKNNBLA_03249	CDS	333				[gene=rplV] [locus_tag=b3315] [db_xref=UniProtKB/Swiss-Prot:P61175] [protein=50S ribosomal subunit protein L22] [protein_id=AAC76340.1] [location=complement(3449901..3450233)][gbkey=CDS]
FJKNNBLA_03250	CDS	279				[gene=rpsS] [locus_tag=b3316] [db_xref=UniProtKB/Swiss-Prot:P0A7U3] [protein=30S ribosomal subunit protein S19] [protein_id=AAC76341.1] [location=complement(3450248..3450526)][gbkey=CDS]
FJKNNBLA_03251	CDS	822				[gene=rplB] [locus_tag=b3317] [db_xref=UniProtKB/Swiss-Prot:P60422] [protein=50S ribosomal subunit protein L2] [protein_id=AAC76342.1] [location=complement(3450543..3451364)][gbkey=CDS]
FJKNNBLA_03252	CDS	303				[gene=rplW] [locus_tag=b3318] [db_xref=UniProtKB/Swiss-Prot:P0ADZ0] [protein=50S ribosomal subunit protein L23] [protein_id=AAC76343.1] [location=complement(3451382..3451684)][gbkey=CDS]
FJKNNBLA_03253	CDS	606				[gene=rplD] [locus_tag=b3319] [db_xref=UniProtKB/Swiss-Prot:P60723] [protein=50S ribosomal subunit protein L4] [protein_id=AAC76344.1] [location=complement(3451681..3452286)][gbkey=CDS]
FJKNNBLA_03254	CDS	630				[gene=rplC] [locus_tag=b3320] [db_xref=UniProtKB/Swiss-Prot:P60438] [protein=50S ribosomal subunit protein L3] [protein_id=AAC76345.1] [location=complement(3452297..3452926)][gbkey=CDS]
FJKNNBLA_03255	CDS	312				[gene=rpsJ] [locus_tag=b3321] [db_xref=UniProtKB/Swiss-Prot:P0A7R5] [protein=30S ribosomal subunit protein S10] [protein_id=AAC76346.1] [location=complement(3452959..3453270)][gbkey=CDS]
FJKNNBLA_03256	CDS	420				[gene=gspB] [locus_tag=b3322] [db_xref=UniProtKB/Swiss-Prot:P03825] [protein=putative general secretion pathway protein B] [protein_id=AAC76347.1][location=complement(3453508..3453927)] [gbkey=CDS]
FJKNNBLA_03257	CDS	1470				[gene=gspA] [locus_tag=b3323] [db_xref=UniProtKB/Swiss-Prot:P45756] [protein=Type II secretion system protein GspA] [protein_id=AAC76348.1] [location=complement(3453929..3455398)][gbkey=CDS]
FJKNNBLA_03258	CDS	816				[gene=gspC] [locus_tag=b3324] [db_xref=UniProtKB/Swiss-Prot:P45757] [protein=Type II secretion system protein GspC] [protein_id=AAC76349.1] [location=3455578..3456393][gbkey=CDS]
FJKNNBLA_03259	CDS	1953				[gene=gspD] [locus_tag=b3325] [db_xref=UniProtKB/Swiss-Prot:P45758] [protein=Type II secretion system protein GspD] [protein_id=AAC76350.2] [location=3456377..3458329][gbkey=CDS]
FJKNNBLA_03260	CDS	1482				[gene=gspE] [locus_tag=b3326] [db_xref=UniProtKB/Swiss-Prot:P45759] [protein=Type II secretion system protein GspE] [protein_id=AAC76351.1] [location=3458339..3459820][gbkey=CDS]
FJKNNBLA_03261	CDS	1197				[gene=gspF] [locus_tag=b3327] [db_xref=UniProtKB/Swiss-Prot:P41441] [protein=Type II secretion system protein GspF] [protein_id=AAC76352.1] [location=3459817..3461013][gbkey=CDS]
FJKNNBLA_03262	CDS	438				[gene=gspG] [locus_tag=b3328] [db_xref=UniProtKB/Swiss-Prot:P41442] [protein=Type II secretion system protein GspG] [protein_id=AAC76353.1] [location=3461023..3461460][gbkey=CDS]
FJKNNBLA_03263	CDS	510				[gene=gspH] [locus_tag=b3329] [db_xref=UniProtKB/Swiss-Prot:P41443] [protein=Type II secretion system protein GspH] [protein_id=AAC76354.1] [location=3461468..3461977][gbkey=CDS]
FJKNNBLA_03264	CDS	378				[gene=gspI] [locus_tag=b3330] [db_xref=UniProtKB/Swiss-Prot:P45760] [protein=Type II secretion system protein GspI] [protein_id=AAC76355.2] [location=3461974..3462351][gbkey=CDS]
FJKNNBLA_03265	CDS	588				[gene=gspJ] [locus_tag=b3331] [db_xref=UniProtKB/Swiss-Prot:P45761] [protein=Type II secretion system protein GspJ] [protein_id=AAC76356.1] [location=3462344..3462931][gbkey=CDS]
FJKNNBLA_03266	CDS	984				[gene=gspK] [locus_tag=b3332] [db_xref=UniProtKB/Swiss-Prot:P45762] [protein=Type II secretion system protein GspK] [protein_id=AAC76357.1] [location=3462924..3463907][gbkey=CDS]
FJKNNBLA_03267	CDS	1164				[gene=gspL] [locus_tag=b3333] [db_xref=UniProtKB/Swiss-Prot:P45763] [protein=Type II secretion system protein GspL] [protein_id=AAC76358.2] [location=3463922..3465085][gbkey=CDS]
FJKNNBLA_03268	CDS	462				[gene=gspM] [locus_tag=b3334] [db_xref=UniProtKB/Swiss-Prot:P36678] [protein=Type II secretion system protein GspM] [protein_id=AAC76359.2] [location=3465082..3465543][gbkey=CDS]
FJKNNBLA_03269	CDS	678				[gene=gspO] [locus_tag=b3335] [db_xref=UniProtKB/Swiss-Prot:P25960] [protein=Type II secretion system prepilin peptidase] [protein_id=AAC76360.1] [location=3465543..3466220][gbkey=CDS]
FJKNNBLA_03270	CDS	477				[gene=bfr] [locus_tag=b3336] [db_xref=UniProtKB/Swiss-Prot:P0ABD3] [protein=bacterioferritin][protein_id=AAC76361.1] [location=complement(3466249..3466725)][gbkey=CDS]
FJKNNBLA_03271	CDS	195				[gene=bfd] [locus_tag=b3337] [db_xref=UniProtKB/Swiss-Prot:P0AE56] [protein=bacterioferritin-associated ferredoxin] [protein_id=AAC76362.1] [location=complement(3466797..3466991)][gbkey=CDS]
FJKNNBLA_03272	CDS	2694				[gene=chiA] [locus_tag=b3338] [db_xref=UniProtKB/Swiss-Prot:P13656] [protein=endochitinase][protein_id=AAC76363.1] [location=complement(3467160..3469853)][gbkey=CDS]
FJKNNBLA_03273	CDS	1185				[gene=tufA] [locus_tag=b3339] [db_xref=UniProtKB/Swiss-Prot:P0CE47] [protein=translation elongation factor Tu 1] [protein_id=AAC76364.1] [location=complement(3470145..3471329)][gbkey=CDS]
FJKNNBLA_03274	CDS	2115				[gene=fusA] [locus_tag=b3340] [db_xref=UniProtKB/Swiss-Prot:P0A6M8] [protein=elongation factor G] [protein_id=AAC76365.1] [location=complement(3471400..3473514)][gbkey=CDS]
FJKNNBLA_03275	CDS	471				[gene=rpsG] [locus_tag=b3341] [db_xref=UniProtKB/Swiss-Prot:P02359] [protein=30S ribosomal subunit protein S7] [protein_id=AAC76366.1] [location=complement(3473542..3474081)][gbkey=CDS]
FJKNNBLA_03276	CDS	375				[gene=rpsL] [locus_tag=b3342] [db_xref=UniProtKB/Swiss-Prot:P0A7S3] [protein=30S ribosomal subunit protein S12] [protein_id=AAC76367.1] [location=complement(3474178..3474552)][gbkey=CDS]
FJKNNBLA_03277	CDS	288				[gene=tusB] [locus_tag=b3343] [db_xref=UniProtKB/Swiss-Prot:P45530] [protein=sulfurtransferase complex subunit TusB] [protein_id=AAC76368.1] [location=complement(3474678..3474965)][gbkey=CDS]
FJKNNBLA_03278	CDS	360				[gene=tusC] [locus_tag=b3344] [db_xref=UniProtKB/Swiss-Prot:P45531] [protein=sulfurtransferase complex subunit TusC] [protein_id=AAC76369.1] [location=complement(3474973..3475332)][gbkey=CDS]
FJKNNBLA_03279	CDS	387				[gene=tusD] [locus_tag=b3345] [db_xref=UniProtKB/Swiss-Prot:P45532] [protein=sulfurtransferase complex subunit TusD] [protein_id=AAC76370.1] [location=complement(3475332..3475718)][gbkey=CDS]
FJKNNBLA_03280	CDS	723				[gene=yheO] [locus_tag=b3346] [db_xref=UniProtKB/Swiss-Prot:P64624] [protein=DNA-binding transcriptional regulator YheO] [protein_id=AAC76371.2] [location=complement(3475718..3476440)][gbkey=CDS]
FJKNNBLA_03281	CDS	813				[gene=fkpA] [locus_tag=b3347] [db_xref=UniProtKB/Swiss-Prot:P45523] [protein=peptidyl-prolyl cis-trans isomerase FkpA] [protein_id=AAC76372.1] [location=complement(3476607..3477419)][gbkey=CDS]
FJKNNBLA_03282	CDS	219				[gene=slyX] [locus_tag=b3348] [db_xref=UniProtKB/Swiss-Prot:P0A8R4] [protein=protein SlyX][protein_id=AAC76373.1] [location=3477640..3477858] [gbkey=CDS]
FJKNNBLA_03283	CDS	591				[gene=slyD] [locus_tag=b3349] [db_xref=UniProtKB/Swiss-Prot:P0A9K9] [protein=FKBP-type peptidyl-prolyl cis-trans isomerase SlyD] [protein_id=AAC76374.1][location=complement(3477907..3478497)] [gbkey=CDS]
FJKNNBLA_03284	CDS	201				hypothetical protein
FJKNNBLA_03285	CDS	1806				[gene=kefB] [locus_tag=b3350] [db_xref=UniProtKB/Swiss-Prot:P45522] [protein=K(+) : H(+)antiporter KefB] [protein_id=AAC76375.1] [location=complement(3478802..3480607)][gbkey=CDS]
FJKNNBLA_03286	CDS	552				[gene=kefG] [locus_tag=b3351] [db_xref=UniProtKB/Swiss-Prot:P0A756] [protein=glutathione-regulated potassium-efflux system ancillary protein KefG][protein_id=AAC76376.1] [location=complement(3480607..3481161)][gbkey=CDS]
FJKNNBLA_03287	CDS	1914				[gene=yheS] [locus_tag=b3352] [db_xref=UniProtKB/Swiss-Prot:P63389] [protein=putative ATP-binding protein YheS] [protein_id=AAC76377.1] [location=3481289..3483202][gbkey=CDS]
FJKNNBLA_03288	CDS	1023				[gene=yheT] [locus_tag=b3353] [db_xref=UniProtKB/Swiss-Prot:P45524] [protein=putative hydrolase YheT] [protein_id=AAC76378.1] [location=3483202..3484224][gbkey=CDS]
FJKNNBLA_03289	CDS	219				hypothetical protein
FJKNNBLA_03290	CDS	870				[gene=prkB] [locus_tag=b3355] [db_xref=UniProtKB/Swiss-Prot:P0AEX5] [protein=putative phosphoribulokinase][protein_id=AAC76380.1] [location=3484490..3485359][gbkey=CDS]
